Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9197,1.0
1,1.0,0.9197,1.0
2,1.0,0.9197,1.0
3,1.0,0.9197,1.0
4,0.8182,0.6804,0.9049
5,0.75,0.6056,0.8543
6,0.75,0.6056,0.8543
7,0.75,0.6056,0.8543
8,0.7273,0.5815,0.8365
9,0.5455,0.4007,0.6829
10,0.4545,0.3171,0.5993
11,0.2955,0.1816,0.4422
12,0.2955,0.1816,0.4422
13,0.2955,0.1816,0.4422
14,0.2955,0.1816,0.4422
15,0.2955,0.1816,0.4422
16,0.2955,0.1816,0.4422
17,0.2955,0.1816,0.4422
18,0.2955,0.1816,0.4422
19,0.2955,0.1816,0.4422
20,0.2955,0.1816,0.4422
21,0.2955,0.1816,0.4422
22,0.2955,0.1816,0.4422
23,0.2955,0.1816,0.4422
24,0.2727,0.1635,0.4185
25,0.2727,0.1635,0.4185
26,0.2727,0.1635,0.4185
27,0.2727,0.1635,0.4185
28,0.25,0.1457,0.3944
29,0.25,0.1457,0.3944
30,0.1818,0.0951,0.3196
